x,y,z_predicted
262703.7698781695,5971172.13110639,80.30000130806619
263703.7698781695,5971172.13110639,80.30000000013385
264703.7698781695,5971172.13110639,80.3
265703.7698781695,5971172.13110639,80.30000000172261
266703.7698781695,5971172.13110639,80.30003408969456
267703.7698781695,5971172.13110639,80.305455691267
268703.7698781695,5971172.13110639,80.39731361339987
269703.7698781695,5971172.13110639,80.80279023159619
270703.7698781695,5971172.13110639,81.53214409687159
271703.7698781695,5971172.13110639,82.2799640678335
272703.7698781695,5971172.13110639,82.858498677381
273703.7698781695,5971172.13110639,83.26961408928075
274703.7698781695,5971172.13110639,83.58645649966655
275703.7698781695,5971172.13110639,83.90766498845237
276703.7698781695,5971172.13110639,84.36166698600631
277703.7698781695,5971172.13110639,85.1173124966973
278703.7698781695,5971172.13110639,86.37527024167697
279703.7698781695,5971172.13110639,88.30452505715364
280703.7698781695,5971172.13110639,90.89465507888245
281703.7698781695,5971172.13110639,93.8263234837621
282703.7698781695,5971172.13110639,96.59332167762226
283703.7698781695,5971172.13110639,98.82482882899141
284703.7698781695,5971172.13110639,100.43687973287199
285703.7698781695,5971172.13110639,101.53185093528819
286703.7698781695,5971172.13110639,102.2570028106268
287703.7698781695,5971172.13110639,102.73543205490421
288703.7698781695,5971172.13110639,103.0529322298559
289703.7698781695,5971172.13110639,103.26511919050847
290703.7698781695,5971172.13110639,103.40724109822938
291703.7698781695,5971172.13110639,103.5017460449992
292703.7698781695,5971172.13110639,103.563305651054
293703.7698781695,5971172.13110639,103.60204479332467
294703.7698781695,5971172.13110639,103.62573010027802
295703.7698781695,5971172.13110639,103.64150435352421
296703.7698781695,5971172.13110639,103.65764948425466
297703.7698781695,5971172.13110639,103.68585046942607
298703.7698781695,5971172.13110639,103.74449282104844
299703.7698781695,5971172.13110639,103.86358584642548
300703.7698781695,5971172.13110639,104.09177524300115
301703.7698781695,5971172.13110639,104.50514972576296
302703.7698781695,5971172.13110639,105.21531316834547
303703.7698781695,5971172.13110639,106.36950443916713
304703.7698781695,5971172.13110639,108.12918918075214
305703.7698781695,5971172.13110639,110.61279700824117
306703.7698781695,5971172.13110639,113.80891135721652
307703.7698781695,5971172.13110639,117.51209141666926
308703.7698781695,5971172.13110639,121.35594783040504
309703.7698781695,5971172.13110639,124.95022536822499
310703.7698781695,5971172.13110639,128.02407968823366
311703.7698781695,5971172.13110639,130.47831620168512
312703.7698781695,5971172.13110639,132.34710107611792
313703.7698781695,5971172.13110639,133.73011080576006
314703.7698781695,5971172.13110639,134.74045552593518
315703.7698781695,5971172.13110639,135.47846334258873
316703.7698781695,5971172.13110639,136.0237781321531
317703.7698781695,5971172.13110639,136.43644401425792
318703.7698781695,5971172.13110639,136.76106857850684
319703.7698781695,5971172.13110639,137.0313142169886
320703.7698781695,5971172.13110639,137.2737642552402
321703.7698781695,5971172.13110639,137.51100535068016
322703.7698781695,5971172.13110639,137.76403275032143
323703.7698781695,5971172.13110639,138.0541105701849
324703.7698781695,5971172.13110639,138.4041412726952
325703.7698781695,5971172.13110639,138.83947063075362
326703.7698781695,5971172.13110639,139.38790200552
327703.7698781695,5971172.13110639,140.07855303588545
328703.7698781695,5971172.13110639,140.93913774816298
329703.7698781695,5971172.13110639,141.99143204468055
330703.7698781695,5971172.13110639,143.24522623656443
331703.7698781695,5971172.13110639,144.6919958717753
332703.7698781695,5971172.13110639,146.3004958907687
333703.7698781695,5971172.13110639,148.0167676387045
334703.7698781695,5971172.13110639,149.76993254619902
335703.7698781695,5971172.13110639,151.4827603599125
336703.7698781695,5971172.13110639,153.08367240790506
337703.7698781695,5971172.13110639,154.51619616522632
338703.7698781695,5971172.13110639,155.74335243183953
339703.7698781695,5971172.13110639,156.74687709481216
340703.7698781695,5971172.13110639,157.5229866756372
341703.7698781695,5971172.13110639,158.07688473857726
342703.7698781695,5971172.13110639,158.41769502580047
343703.7698781695,5971172.13110639,158.55468663073742
344703.7698781695,5971172.13110639,158.49500798507827
345703.7698781695,5971172.13110639,158.24280902388287
346703.7698781695,5971172.13110639,157.79953361070477
347703.7698781695,5971172.13110639,157.1651779299089
348703.7698781695,5971172.13110639,156.34032624413408
349703.7698781695,5971172.13110639,155.32872707212755
350703.7698781695,5971172.13110639,154.14004242899452
351703.7698781695,5971172.13110639,152.79222800933596
352703.7698781695,5971172.13110639,151.3128791864094
353703.7698781695,5971172.13110639,149.73893382385918
354703.7698781695,5971172.13110639,148.11444430664656
355703.7698781695,5971172.13110639,146.4866733100038
356703.7698781695,5971172.13110639,144.90132606019847
357703.7698781695,5971172.13110639,143.39803537833322
358703.7698781695,5971172.13110639,142.0071030954757
359703.7698781695,5971172.13110639,140.74803675292605
360703.7698781695,5971172.13110639,139.6298458261013
361703.7698781695,5971172.13110639,138.65262962382624
362703.7698781695,5971172.13110639,137.80982159293848
363703.7698781695,5971172.13110639,137.0905214605104
364703.7698781695,5971172.13110639,136.48153587486607
365703.7698781695,5971172.13110639,135.96895113802958
366703.7698781695,5971172.13110639,135.53921539265315
367703.7698781695,5971172.13110639,135.17979596427762
368703.7698781695,5971172.13110639,134.87951174990886
369703.7698781695,5971172.13110639,134.62864055659338
370703.7698781695,5971172.13110639,134.41888483273456
180703.76987816952,5972172.13110639,56.43406506347445
181703.76987816952,5972172.13110639,56.45452522863168
182703.76987816952,5972172.13110639,56.47287469020345
183703.76987816952,5972172.13110639,56.48920280635326
184703.76987816952,5972172.13110639,56.50361667619563
185703.76987816952,5972172.13110639,56.51623790451263
186703.76987816952,5972172.13110639,56.52719910868876
187703.76987816952,5972172.13110639,56.53664030764412
188703.76987816952,5972172.13110639,56.54470533999291
189703.76987816952,5972172.13110639,56.55153845499838
190703.76987816952,5972172.13110639,56.557281205679864
191703.76987816952,5972172.13110639,56.562069750378
192703.76987816952,5972172.13110639,56.56603263979965
193703.76987816952,5972172.13110639,56.569289134111166
194703.76987816952,5972172.13110639,56.57194806214187
195703.76987816952,5972172.13110639,56.57410720503295
196703.76987816952,5972172.13110639,56.575853162014084
197703.76987816952,5972172.13110639,56.57726163805337
198703.76987816952,5972172.13110639,56.5783980828451
199703.76987816952,5972172.13110639,56.579318608236
200703.76987816952,5972172.13110639,56.580071116378505
201703.76987816952,5972172.13110639,56.58069658267537
202703.76987816952,5972172.13110639,56.581230454303096
203703.76987816952,5972172.13110639,56.58170414401325
204703.76987816952,5972172.13110639,56.582146614851574
205703.76987816952,5972172.13110639,56.58258605345848
206703.76987816952,5972172.13110639,56.58305159281983
207703.76987816952,5972172.13110639,56.58357491141064
208703.76987816952,5972172.13110639,56.584191166896495
209703.76987816952,5972172.13110639,56.58493779262655
210703.76987816952,5972172.13110639,56.58584741915086
211703.76987816952,5972172.13110639,56.58692574146067
212703.76987816952,5972172.13110639,56.588092216335184
213703.76987816952,5972172.13110639,56.5890313026959
214703.76987816952,5972172.13110639,56.588835214429054
215703.76987816952,5972172.13110639,56.58519319577776
216703.76987816952,5972172.13110639,56.57276518715968
217703.76987816952,5972172.13110639,56.54091402638284
218703.76987816952,5972172.13110639,56.47440585938685
219703.76987816952,5972172.13110639,56.366690555519426
220703.76987816952,5972172.13110639,56.24072750365295
221703.76987816952,5972172.13110639,56.13525541391939
222703.76987816952,5972172.13110639,56.06642352390308
223703.76987816952,5972172.13110639,56.02668120624935
224703.76987816952,5972172.13110639,56.004066074537505
225703.76987816952,5972172.13110639,55.990522315621945
226703.76987816952,5972172.13110639,55.98178335196242
227703.76987816952,5972172.13110639,55.975753270254636
228703.76987816952,5972172.13110639,55.971396769190115
229703.76987816952,5972172.13110639,55.968171107296975
230703.76987816952,5972172.13110639,55.965763292293566
231703.76987816952,5972172.13110639,55.96397321291795
232703.76987816952,5972172.13110639,55.96266243480945
233703.76987816952,5972172.13110639,55.96173192576916
234703.76987816952,5972172.13110639,55.961112728957666
235703.76987816952,5972172.13110639,55.960763192164556
236703.76987816952,5972172.13110639,55.960671136564
237703.76987816952,5972172.13110639,55.960862651655724
238703.76987816952,5972172.13110639,55.96142357747334
239703.76987816952,5972172.13110639,55.962549385376505
240703.76987816952,5972172.13110639,55.96466570419363
241703.76987816952,5972172.13110639,55.96874366796925
242703.76987816952,5972172.13110639,55.97721113599145
243703.76987816952,5972172.13110639,55.99687165203883
244703.76987816952,5972172.13110639,56.04917345959308
245703.76987816952,5972172.13110639,56.20907872330485
246703.76987816952,5972172.13110639,56.75654281604259
247703.76987816952,5972172.13110639,58.701744269528184
248703.76987816952,5972172.13110639,64.49310900403974
249703.76987816952,5972172.13110639,73.7328236716401
250703.76987816952,5972172.13110639,79.3336327204154
251703.76987816952,5972172.13110639,80.849710147601
252703.76987816952,5972172.13110639,81.04951808014128
253703.76987816952,5972172.13110639,80.97151542168693
254703.76987816952,5972172.13110639,80.8448570103693
255703.76987816952,5972172.13110639,80.71412261718932
256703.76987816952,5972172.13110639,80.5909238691247
257703.76987816952,5972172.13110639,80.48291394157987
258703.76987816952,5972172.13110639,80.39766468920564
259703.76987816952,5972172.13110639,80.34064250171222
260703.76987816952,5972172.13110639,80.31137511312778
261703.76987816952,5972172.13110639,80.30163889904242
262703.7698781695,5972172.13110639,80.30007443056158
263703.7698781695,5972172.13110639,80.30000058582267
264703.7698781695,5972172.13110639,80.30000002202976
265703.7698781695,5972172.13110639,80.30001094912228
266703.7698781695,5972172.13110639,80.3065418997521
267703.7698781695,5972172.13110639,80.5541137658918
268703.7698781695,5972172.13110639,81.71761898584045
269703.7698781695,5972172.13110639,83.03784846841505
270703.7698781695,5972172.13110639,83.801124379036
271703.7698781695,5972172.13110639,84.17662086921366
272703.7698781695,5972172.13110639,84.36358730419511
273703.7698781695,5972172.13110639,84.47777183415633
274703.7698781695,5972172.13110639,84.61511912453346
275703.7698781695,5972172.13110639,84.90256371183449
276703.7698781695,5972172.13110639,85.52271749355526
277703.7698781695,5972172.13110639,86.7016608067159
278703.7698781695,5972172.13110639,88.63913665271481
279703.7698781695,5972172.13110639,91.349102183783
280703.7698781695,5972172.13110639,94.48037755957576
281703.7698781695,5972172.13110639,97.41707681446644
282703.7698781695,5972172.13110639,99.70284912080176
283703.7698781695,5972172.13110639,101.26462272449852
284703.7698781695,5972172.13110639,102.26054484938038
285703.7698781695,5972172.13110639,102.8808321763146
286703.7698781695,5972172.13110639,103.26783106516272
287703.7698781695,5972172.13110639,103.51191789293549
288703.7698781695,5972172.13110639,103.66717912684018
289703.7698781695,5972172.13110639,103.76563201780615
290703.7698781695,5972172.13110639,103.8264952527396
291703.7698781695,5972172.13110639,103.86166278525094
292703.7698781695,5972172.13110639,103.87888538502523
293703.7698781695,5972172.13110639,103.88371275777665
294703.7698781695,5972172.13110639,103.88086520076001
295703.7698781695,5972172.13110639,103.87550268167362
296703.7698781695,5972172.13110639,103.87481012622948
297703.7698781695,5972172.13110639,103.89038437443811
298703.7698781695,5972172.13110639,103.94205395219394
299703.7698781695,5972172.13110639,104.0638987636657
300703.7698781695,5972172.13110639,104.31309818678206
301703.7698781695,5972172.13110639,104.78114362815776
302703.7698781695,5972172.13110639,105.6035553851392
303703.7698781695,5972172.13110639,106.95703912942305
304703.7698781695,5972172.13110639,109.02400168859468
305703.7698781695,5972172.13110639,111.90741825840936
306703.7698781695,5972172.13110639,115.5193108355055
307703.7698781695,5972172.13110639,119.53341080669111
308703.7698781695,5972172.13110639,123.48738846774827
309703.7698781695,5972172.13110639,126.98074886569523
310703.7698781695,5972172.13110639,129.80898214725838
311703.7698781695,5972172.13110639,131.95991879314406
312703.7698781695,5972172.13110639,133.53246445169674
313703.7698781695,5972172.13110639,134.65878849909723
314703.7698781695,5972172.13110639,135.46088864292926
315703.7698781695,5972172.13110639,136.03570840830864
316703.7698781695,5972172.13110639,136.45500886177473
317703.7698781695,5972172.13110639,136.77044001705715
318703.7698781695,5972172.13110639,137.01930046438562
319703.7698781695,5972172.13110639,137.22944192737168
320703.7698781695,5972172.13110639,137.42307617922097
321703.7698781695,5972172.13110639,137.6196753702017
322703.7698781695,5972172.13110639,137.83822363721978
323703.7698781695,5972172.13110639,138.09900698191504
324703.7698781695,5972172.13110639,138.4250016586138
325703.7698781695,5972172.13110639,138.8427572879064
326703.7698781695,5972172.13110639,139.38247437743445
327703.7698781695,5972172.13110639,140.07677694270774
328703.7698781695,5972172.13110639,140.9575760151246
329703.7698781695,5972172.13110639,142.0505993826413
330703.7698781695,5972172.13110639,143.3678620799436
331703.7698781695,5972172.13110639,144.8996367670899
332703.7698781695,5972172.13110639,146.6088963864745
333703.7698781695,5972172.13110639,148.4316323684899
334703.7698781695,5972172.13110639,150.28480065479343
335703.7698781695,5972172.13110639,152.08017673711075
336703.7698781695,5972172.13110639,153.73925743081375
337703.7698781695,5972172.13110639,155.20392195712475
338703.7698781695,5972172.13110639,156.44010383241167
339703.7698781695,5972172.13110639,157.4351427873012
340703.7698781695,5972172.13110639,158.19155396853714
341703.7698781695,5972172.13110639,158.7200753400629
342703.7698781695,5972172.13110639,159.0338391845815
343703.7698781695,5972172.13110639,159.14437931611414
344703.7698781695,5972172.13110639,159.0594575413074
345703.7698781695,5972172.13110639,158.78241243557878
346703.7698781695,5972172.13110639,158.31273115120857
347703.7698781695,5972172.13110639,157.64763818802308
348703.7698781695,5972172.13110639,156.7845547546644
349703.7698781695,5972172.13110639,155.72423401723404
350703.7698781695,5972172.13110639,154.4741982128596
351703.7698781695,5972172.13110639,153.05183743479867
352703.7698781695,5972172.13110639,151.48630644264452
353703.7698781695,5972172.13110639,149.81836694544702
354703.7698781695,5972172.13110639,148.09772011429234
355703.7698781695,5972172.13110639,146.3781196207944
356703.7698781695,5972172.13110639,144.71135345823168
357703.7698781695,5972172.13110639,143.14161646532727
358703.7698781695,5972172.13110639,141.70161471735915
359703.7698781695,5972172.13110639,140.4110577038756
360703.7698781695,5972172.13110639,139.27738615381205
361703.7698781695,5972172.13110639,138.29802504479207
362703.7698781695,5972172.13110639,137.46329088236462
363703.7698781695,5972172.13110639,136.75923702384426
364703.7698781695,5972172.13110639,136.1700097877677
365703.7698781695,5972172.13110639,135.67956021237453
366703.7698781695,5972172.13110639,135.2727401893517
367703.7698781695,5972172.13110639,134.9359017984193
368703.7698781695,5972172.13110639,134.65714097688308
369703.7698781695,5972172.13110639,134.42631185302005
370703.7698781695,5972172.13110639,134.2349092037167
180703.76987816952,5973172.13110639,56.4282908217709
181703.76987816952,5973172.13110639,56.4499566044597
182703.76987816952,5973172.13110639,56.4693658788937
183703.76987816952,5973172.13110639,56.486609722874505
184703.76987816952,5973172.13110639,56.50179975010078
185703.76987816952,5973172.13110639,56.51506462536516
186703.76987816952,5973172.13110639,56.52654621609917
187703.76987816952,5973172.13110639,56.53639553865041
188703.76987816952,5973172.13110639,56.544768672957645
189703.76987816952,5973172.13110639,56.551822820822174
190703.76987816952,5973172.13110639,56.557712670654546
191703.76987816952,5973172.13110639,56.56258720697251
192703.76987816952,5973172.13110639,56.566587068957816
193703.76987816952,5973172.13110639,56.56984252281793
194703.76987816952,5973172.13110639,56.572472071608544
195703.76987816952,5973172.13110639,56.57458168742033
196703.76987816952,5973172.13110639,56.57626461769582
197703.76987816952,5973172.13110639,56.57760169238741
198703.76987816952,5973172.13110639,56.57866204323565
199703.76987816952,5973172.13110639,56.57950414124483
200703.76987816952,5973172.13110639,56.58017706321383
201703.76987816952,5973172.13110639,56.58072191196814
202703.76987816952,5973172.13110639,56.581173336188556
203703.76987816952,5973172.13110639,56.58156112232816
204703.76987816952,5973172.13110639,56.58191185990684
205703.76987816952,5973172.13110639,56.582250706522785
206703.76987816952,5973172.13110639,56.58260328647355
207703.76987816952,5973172.13110639,56.582997712558345
208703.76987816952,5973172.13110639,56.583466537404135
209703.76987816952,5973172.13110639,56.584047899179964
210703.76987816952,5973172.13110639,56.58478367609777
211703.76987816952,5973172.13110639,56.58570872256001
212703.76987816952,5973172.13110639,56.586815766012265
213703.76987816952,5973172.13110639,56.58795675733782
214703.76987816952,5973172.13110639,56.588583453095545
215703.76987816952,5973172.13110639,56.587099315035275
216703.76987816952,5973172.13110639,56.57937020139577
217703.76987816952,5973172.13110639,56.55596738468224
218703.76987816952,5973172.13110639,56.500152938018346
219703.76987816952,5973172.13110639,56.39730091840976
220703.76987816952,5973172.13110639,56.26315168889057
221703.76987816952,5973172.13110639,56.14399907700012
222703.76987816952,5973172.13110639,56.06614842692149
223703.76987816952,5973172.13110639,56.0228335199141
224703.76987816952,5973172.13110639,55.99940261586582
225703.76987816952,5973172.13110639,55.98602137039998
226703.76987816952,5973172.13110639,55.97770299460607
227703.76987816952,5973172.13110639,55.972120124304865
228703.76987816952,5973172.13110639,55.96817594531863
229703.76987816952,5973172.13110639,55.96531516252874
230703.76987816952,5973172.13110639,55.96322311296619
231703.76987816952,5973172.13110639,55.961698957288384
232703.76987816952,5973172.13110639,55.9606026354951
233703.76987816952,5973172.13110639,55.95983236929029
234703.76987816952,5973172.13110639,55.959314798299964
235703.76987816952,5973172.13110639,55.95900072686898
236703.76987816952,5973172.13110639,55.95886432793628
237703.76987816952,5973172.13110639,55.95890631645307
238703.76987816952,5973172.13110639,55.95916415873402
239703.76987816952,5973172.13110639,55.959737026966465
240703.76987816952,5973172.13110639,55.96084478548894
241703.76987816952,5973172.13110639,55.96297387630095
242703.76987816952,5973172.13110639,55.96727319176781
243703.76987816952,5973172.13110639,55.976768359407366
244703.76987816952,5973172.13110639,56.00060022804068
245703.76987816952,5973172.13110639,56.07057239153326
246703.76987816952,5973172.13110639,56.310854739489635
247703.76987816952,5973172.13110639,57.23171686849174
248703.76987816952,5973172.13110639,60.66217445904482
249703.76987816952,5973172.13110639,69.24622975103777
250703.76987816952,5973172.13110639,77.73510980928724
251703.76987816952,5973172.13110639,80.77328578546022
252703.76987816952,5973172.13110639,81.31862972324382
253703.76987816952,5973172.13110639,81.30580092398914
254703.76987816952,5973172.13110639,81.19197422661867
255703.76987816952,5973172.13110639,81.05967262058225
256703.76987816952,5973172.13110639,80.92287477658913
257703.76987816952,5973172.13110639,80.78576084902335
258703.76987816952,5973172.13110639,80.65324688995739
259703.76987816952,5973172.13110639,80.53292697791036
260703.76987816952,5973172.13110639,80.43438087275828
261703.76987816952,5973172.13110639,80.36583335979147
262703.7698781695,5973172.13110639,80.32891745429579
263703.7698781695,5973172.13110639,80.31796290325681
264703.7698781695,5973172.13110639,80.3589961670068
265703.7698781695,5973172.13110639,81.49014096329212
266703.7698781695,5973172.13110639,84.97791210606081
267703.7698781695,5973172.13110639,85.72614159143396
268703.7698781695,5973172.13110639,85.80268894275035
269703.7698781695,5973172.13110639,85.75456140146346
270703.7698781695,5973172.13110639,85.66318377265385
271703.7698781695,5973172.13110639,85.55503941922339
272703.7698781695,5973172.13110639,85.45262972540932
273703.7698781695,5973172.13110639,85.40321332726836
274703.7698781695,5973172.13110639,85.51990518726974
275703.7698781695,5973172.13110639,86.01367439068095
276703.7698781695,5973172.13110639,87.16119210383717
277703.7698781695,5973172.13110639,89.17931679214837
278703.7698781695,5973172.13110639,92.044457432103
279703.7698781695,5973172.13110639,95.34115758370889
280703.7698781695,5973172.13110639,98.37086389576878
281703.7698781695,5973172.13110639,100.62721367602495
282703.7698781695,5973172.13110639,102.07193944721426
283703.7698781695,5973172.13110639,102.92816142255194
284703.7698781695,5973172.13110639,103.42511289190712
285703.7698781695,5973172.13110639,103.71613065392634
286703.7698781695,5973172.13110639,103.88941015624894
287703.7698781695,5973172.13110639,103.99340007080049
288703.7698781695,5973172.13110639,104.05477402971695
289703.7698781695,5973172.13110639,104.08859461047825
290703.7698781695,5973172.13110639,104.103701394353
291703.7698781695,5973172.13110639,104.10556603553145
292703.7698781695,5973172.13110639,104.09788142147754
293703.7698781695,5973172.13110639,104.08357238347772
294703.7698781695,5973172.13110639,104.06564344173695
295703.7698781695,5973172.13110639,104.04819817999858
296703.7698781695,5973172.13110639,104.03801554709672
297703.7698781695,5973172.13110639,104.04723010077083
298703.7698781695,5973172.13110639,104.09791454555673
299703.7698781695,5973172.13110639,104.22959944027261
300703.7698781695,5973172.13110639,104.51060240968847
301703.7698781695,5973172.13110639,105.05241054085488
302703.7698781695,5973172.13110639,106.02107344301079
303703.7698781695,5973172.13110639,107.62837367067839
304703.7698781695,5973172.13110639,110.07331863518395
305703.7698781695,5973172.13110639,113.41776618491734
306703.7698781695,5973172.13110639,117.45484555905004
307703.7698781695,5973172.13110639,121.71314160092423
308703.7698781695,5973172.13110639,125.65900443517633
309703.7698781695,5973172.13110639,128.93549447240102
310703.7698781695,5973172.13110639,131.44225398322214
311703.7698781695,5973172.13110639,133.25967126317022
312703.7698781695,5973172.13110639,134.53819033753223
313703.7698781695,5973172.13110639,135.42678987276852
314703.7698781695,5973172.13110639,136.04527248478254
315703.7698781695,5973172.13110639,136.48119738826725
316703.7698781695,5973172.13110639,136.79588786805286
317703.7698781695,5973172.13110639,137.03190723014197
318703.7698781695,5973172.13110639,137.21939542961073
319703.7698781695,5973172.13110639,137.38083991317168
320703.7698781695,5973172.13110639,137.53456611711803
321703.7698781695,5973172.13110639,137.69735384964676
322703.7698781695,5973172.13110639,137.88651250513402
323703.7698781695,5973172.13110639,138.12162051661363
324703.7698781695,5973172.13110639,138.42598115754296
325703.7698781695,5973172.13110639,138.82765526514868
326703.7698781695,5973172.13110639,139.35968658552548
327703.7698781695,5973172.13110639,140.05885930201137
328703.7698781695,5973172.13110639,140.96213668839346
329703.7698781695,5973172.13110639,142.10009136232796
330703.7698781695,5973172.13110639,143.48752373663626
331703.7698781695,5973172.13110639,145.1132459463163
332703.7698781695,5973172.13110639,146.93306687886215
333703.7698781695,5973172.13110639,148.87066006794336
334703.7698781695,5973172.13110639,150.8285205190564
335703.7698781695,5973172.13110639,152.70613982003306
336703.7698781695,5973172.13110639,154.4183413259901
337703.7698781695,5973172.13110639,155.90688329470382
338703.7698781695,5973172.13110639,157.14264696532672
339703.7698781695,5973172.13110639,158.12038024783197
340703.7698781695,5973172.13110639,158.8500868859876
341703.7698781695,5973172.13110639,159.3485872524554
342703.7698781695,5973172.13110639,159.6330915897188
343703.7698781695,5973172.13110639,159.71718384014235
344703.7698781695,5973172.13110639,159.60888065658358
345703.7698781695,5973172.13110639,159.31027217841586
346703.7698781695,5973172.13110639,158.81838007346718
347703.7698781695,5973172.13110639,158.1270568717134
348703.7698781695,5973172.13110639,157.22986081964314
349703.7698781695,5973172.13110639,156.1237923457724
350703.7698781695,5973172.13110639,154.81353764128878
351703.7698781695,5973172.13110639,153.3154739242307
352703.7698781695,5973172.13110639,151.66031564465257
353703.7698781695,5973172.13110639,149.89320414766235
354703.7698781695,5973172.13110639,148.0705250076936
355703.7698781695,5973172.13110639,146.2537668278354
356703.7698781695,5973172.13110639,144.5018861844521
357703.7698781695,5973172.13110639,142.8642693992354
358703.7698781695,5973172.13110639,141.37609203746365
359703.7698781695,5973172.13110639,140.05686048456369
360703.7698781695,5973172.13110639,138.91178274726784
361703.7698781695,5973172.13110639,137.9349058042827
362703.7698781695,5973172.13110639,137.1128395043807
363703.7698781695,5973172.13110639,136.4281835615044
364703.7698781695,5973172.13110639,135.86220028414706
365703.7698781695,5973172.13110639,135.3966293868822
366703.7698781695,5973172.13110639,135.0147507529549
367703.7698781695,5973172.13110639,134.70188263475865
368703.7698781695,5973172.13110639,134.445504058999
369703.7698781695,5973172.13110639,134.23515483350016
370703.7698781695,5973172.13110639,134.0622226217592
180703.76987816952,5974172.13110639,56.42156440484463
181703.76987816952,5974172.13110639,56.444587024780276
182703.76987816952,5974172.13110639,56.465195503332026
183703.76987816952,5974172.13110639,56.483481160833364
184703.76987816952,5974172.13110639,56.49955913019179
185703.76987816952,5974172.13110639,56.51356466218026
186703.76987816952,5974172.13110639,56.52564892865103
187703.76987816952,5974172.13110639,56.53597449857469
188703.76987816952,5974172.13110639,56.5447106889133
189703.76987816952,5974172.13110639,56.552029002877205
