lluvia,geometry
90.0,"POLYGON ((-71.49691346307272 -36.0493923517164, -71.49691346307272 -36.10329126876357, -71.45199769886675 -36.10329126876357, -71.45199769886675 -36.148207032969545, -71.39809878181957 -36.148207032969545, -71.39809878181957 -36.10329126876357, -71.45199769886675 -36.10329126876357, -71.45199769886675 -36.0493923517164, -71.49691346307272 -36.0493923517164))"
95.0,"POLYGON ((-71.45199769886675 -36.0493923517164, -71.45199769886675 -36.10329126876357, -71.39809878181957 -36.10329126876357, -71.39809878181957 -36.148207032969545, -71.3531830176136 -36.148207032969545, -71.3531830176136 -36.10329126876357, -71.39809878181957 -36.10329126876357, -71.39809878181957 -36.0493923517164, -71.45199769886675 -36.0493923517164))"
98.0,"POLYGON ((-71.39809878181957 -36.0493923517164, -71.39809878181957 -36.10329126876357, -71.3531830176136 -36.10329126876357, -71.3531830176136 -36.148207032969545, -71.29928410056642 -36.148207032969545, -71.29928410056642 -36.10329126876357, -71.3531830176136 -36.10329126876357, -71.3531830176136 -36.0493923517164, -71.39809878181957 -36.0493923517164))"
100.0,"POLYGON ((-71.3531830176136 -36.0493923517164, -71.3531830176136 -36.10329126876357, -71.29928410056642 -36.10329126876357, -71.29928410056642 -36.0493923517164, -71.3531830176136 -36.0493923517164))"
114.0,"POLYGON ((-71.29928410056642 -36.0493923517164, -71.29928410056642 -36.10329126876357, -71.25436833636044 -36.10329126876357, -71.25436833636044 -36.0493923517164, -71.29928410056642 -36.0493923517164))"
127.0,"POLYGON ((-71.25436833636044 -36.0493923517164, -71.25436833636044 -36.10329126876357, -71.20046941931328 -36.10329126876357, -71.20046941931328 -36.0493923517164, -71.25436833636044 -36.0493923517164))"
135.0,"POLYGON ((-71.20046941931328 -36.0493923517164, -71.20046941931328 -36.10329126876357, -71.1465705022661 -36.10329126876357, -71.1465705022661 -36.0493923517164, -71.20046941931328 -36.0493923517164))"
139.0,"POLYGON ((-71.1465705022661 -36.0493923517164, -71.1465705022661 -36.10329126876357, -71.10165473806013 -36.10329126876357, -71.10165473806013 -36.0493923517164, -71.1465705022661 -36.0493923517164))"
137.0,"POLYGON ((-71.10165473806013 -36.0493923517164, -71.10165473806013 -36.10329126876357, -71.04775582101296 -36.10329126876357, -71.04775582101296 -36.0493923517164, -71.10165473806013 -36.0493923517164))"
138.0,"POLYGON ((-71.04775582101296 -36.0493923517164, -71.04775582101296 -36.10329126876357, -71.00284005680699 -36.10329126876357, -71.00284005680699 -36.0493923517164, -71.04775582101296 -36.0493923517164))"
157.0,"POLYGON ((-71.00284005680699 -36.0493923517164, -71.00284005680699 -36.10329126876357, -70.94894113975981 -36.10329126876357, -70.94894113975981 -36.0493923517164, -71.00284005680699 -36.0493923517164))"
128.0,"POLYGON ((-70.90402537555383 -36.0493923517164, -70.90402537555383 -36.10329126876357, -70.85012645850667 -36.10329126876357, -70.85012645850667 -36.0493923517164, -70.90402537555383 -36.0493923517164))"
134.0,"POLYGON ((-70.85012645850667 -36.0493923517164, -70.85012645850667 -36.10329126876357, -70.79622754145949 -36.10329126876357, -70.79622754145949 -36.0493923517164, -70.85012645850667 -36.0493923517164))"
132.0,"POLYGON ((-70.79622754145949 -36.0493923517164, -70.79622754145949 -36.10329126876357, -70.75131177725352 -36.10329126876357, -70.75131177725352 -36.0493923517164, -70.79622754145949 -36.0493923517164))"
164.0,"POLYGON ((-70.75131177725352 -36.0493923517164, -70.75131177725352 -36.10329126876357, -70.69741286020634 -36.10329126876357, -70.69741286020634 -36.0493923517164, -70.75131177725352 -36.0493923517164))"
131.0,"POLYGON ((-70.65249709600037 -36.0493923517164, -70.65249709600037 -36.10329126876357, -70.5985981789532 -36.10329126876357, -70.5985981789532 -36.0493923517164, -70.65249709600037 -36.0493923517164))"
128.0,"POLYGON ((-70.5985981789532 -36.0493923517164, -70.5985981789532 -36.10329126876357, -70.55368241474721 -36.10329126876357, -70.55368241474721 -36.148207032969545, -70.49978349770005 -36.148207032969545, -70.49978349770005 -36.10329126876357, -70.55368241474721 -36.10329126876357, -70.55368241474721 -36.0493923517164, -70.5985981789532 -36.0493923517164))"
132.0,"POLYGON ((-70.55368241474721 -36.0493923517164, -70.55368241474721 -36.10329126876357, -70.49978349770005 -36.10329126876357, -70.49978349770005 -36.0493923517164, -70.55368241474721 -36.0493923517164))"
139.0,"POLYGON ((-70.44588458065287 -36.0493923517164, -70.44588458065287 -36.10329126876357, -70.4009688164469 -36.10329126876357, -70.4009688164469 -36.0493923517164, -70.44588458065287 -36.0493923517164))"
112.0,"POLYGON ((-70.4009688164469 -36.0493923517164, -70.4009688164469 -36.10329126876357, -70.34706989939973 -36.10329126876357, -70.34706989939973 -36.0493923517164, -70.4009688164469 -36.0493923517164))"
94.0,"POLYGON ((-70.34706989939973 -36.0493923517164, -70.34706989939973 -36.10329126876357, -70.31113728803496 -36.10329126876357, -70.31113728803496 -36.0493923517164, -70.34706989939973 -36.0493923517164))"
45.0,"POLYGON ((-72.74557170799885 -36.10329126876357, -72.74557170799885 -36.148207032969545, -72.70065594379288 -36.148207032969545, -72.70065594379288 -36.10329126876357, -72.74557170799885 -36.10329126876357))"
51.0,"POLYGON ((-72.70065594379288 -36.10329126876357, -72.70065594379288 -36.148207032969545, -72.6467570267457 -36.148207032969545, -72.6467570267457 -36.10329126876357, -72.70065594379288 -36.10329126876357))"
52.0,"POLYGON ((-72.6467570267457 -36.10329126876357, -72.6467570267457 -36.148207032969545, -72.60184126253974 -36.148207032969545, -72.60184126253974 -36.10329126876357, -72.6467570267457 -36.10329126876357))"
54.0,"POLYGON ((-72.60184126253974 -36.10329126876357, -72.60184126253974 -36.148207032969545, -72.54794234549256 -36.148207032969545, -72.54794234549256 -36.10329126876357, -72.60184126253974 -36.10329126876357))"
57.0,"POLYGON ((-72.44912766423941 -36.10329126876357, -72.44912766423941 -36.148207032969545, -72.40421190003343 -36.148207032969545, -72.40421190003343 -36.10329126876357, -72.44912766423941 -36.10329126876357))"
60.0,"POLYGON ((-72.35031298298627 -36.0493923517164, -72.29641406593909 -36.0493923517164, -72.29641406593909 -36.148207032969545, -72.40421190003343 -36.148207032969545, -72.40421190003343 -36.10329126876357, -72.35031298298627 -36.10329126876357, -72.35031298298627 -36.0493923517164))"
59.0,"POLYGON ((-72.25149830173312 -36.10329126876357, -72.25149830173312 -36.148207032969545, -72.19759938468594 -36.148207032969545, -72.19759938468594 -36.10329126876357, -72.25149830173312 -36.10329126876357))"
52.0,"POLYGON ((-72.15268362047998 -36.10329126876357, -72.15268362047998 -36.148207032969545, -72.0987847034328 -36.148207032969545, -72.0987847034328 -36.10329126876357, -72.15268362047998 -36.10329126876357))"
48.0,"POLYGON ((-72.05386893922682 -36.10329126876357, -72.05386893922682 -36.148207032969545, -71.99997002217965 -36.148207032969545, -71.99997002217965 -36.10329126876357, -72.05386893922682 -36.10329126876357))"
59.0,"POLYGON ((-71.99997002217965 -35.85176298921011, -71.94607110513248 -35.85176298921011, -71.94607110513248 -35.89667875341608, -71.90115534092651 -35.89667875341608, -71.90115534092651 -36.004476587510425, -71.94607110513248 -36.004476587510425, -71.94607110513248 -36.0493923517164, -71.90115534092651 -36.0493923517164, -71.90115534092651 -36.10329126876357, -71.94607110513248 -36.10329126876357, -71.94607110513248 -36.148207032969545, -71.99997002217965 -36.148207032969545, -71.99997002217965 -36.10329126876357, -71.94607110513248 -36.10329126876357, -71.94607110513248 -36.0493923517164, -71.99997002217965 -36.0493923517164, -71.99997002217965 -36.004476587510425, -71.94607110513248 -36.004476587510425, -71.94607110513248 -35.89667875341608, -71.99997002217965 -35.89667875341608, -71.99997002217965 -35.85176298921011))"
57.0,"POLYGON ((-71.90115534092651 -36.0493923517164, -71.84725642387933 -36.0493923517164, -71.84725642387933 -36.10329126876357, -71.90115534092651 -36.10329126876357, -71.90115534092651 -36.148207032969545, -71.94607110513248 -36.148207032969545, -71.94607110513248 -36.10329126876357, -71.90115534092651 -36.10329126876357, -71.90115534092651 -36.0493923517164))"
62.0,"POLYGON ((-71.84725642387933 -36.10329126876357, -71.84725642387933 -36.148207032969545, -71.80234065967336 -36.148207032969545, -71.80234065967336 -36.10329126876357, -71.84725642387933 -36.10329126876357))"
69.0,"POLYGON ((-71.80234065967336 -36.10329126876357, -71.80234065967336 -36.148207032969545, -71.74844174262618 -36.148207032969545, -71.74844174262618 -36.10329126876357, -71.80234065967336 -36.10329126876357))"
78.0,"POLYGON ((-71.7035259784202 -36.10329126876357, -71.7035259784202 -36.148207032969545, -71.64962706137304 -36.148207032969545, -71.64962706137304 -36.10329126876357, -71.7035259784202 -36.10329126876357))"
89.0,"POLYGON ((-71.64962706137304 -36.10329126876357, -71.64962706137304 -36.148207032969545, -71.59572814432586 -36.148207032969545, -71.59572814432586 -36.10329126876357, -71.64962706137304 -36.10329126876357))"
92.0,"POLYGON ((-71.5508123801199 -36.10329126876357, -71.5508123801199 -36.148207032969545, -71.45199769886675 -36.148207032969545, -71.45199769886675 -36.10329126876357, -71.5508123801199 -36.10329126876357))"
111.0,"POLYGON ((-71.29928410056642 -36.10329126876357, -71.29928410056642 -36.148207032969545, -71.25436833636044 -36.148207032969545, -71.25436833636044 -36.10329126876357, -71.29928410056642 -36.10329126876357))"
119.0,"POLYGON ((-71.25436833636044 -36.10329126876357, -71.25436833636044 -36.148207032969545, -71.20046941931328 -36.148207032969545, -71.20046941931328 -36.10329126876357, -71.25436833636044 -36.10329126876357))"
134.0,"POLYGON ((-71.1465705022661 -36.10329126876357, -71.1465705022661 -36.148207032969545, -71.10165473806013 -36.148207032969545, -71.10165473806013 -36.10329126876357, -71.1465705022661 -36.10329126876357))"
130.0,"POLYGON ((-71.10165473806013 -36.10329126876357, -71.10165473806013 -36.148207032969545, -71.04775582101296 -36.148207032969545, -71.04775582101296 -36.10329126876357, -71.10165473806013 -36.10329126876357))"
133.0,"POLYGON ((-71.04775582101296 -36.10329126876357, -71.04775582101296 -36.148207032969545, -71.00284005680699 -36.148207032969545, -71.00284005680699 -36.10329126876357, -71.04775582101296 -36.10329126876357))"
149.0,"POLYGON ((-71.00284005680699 -36.10329126876357, -71.00284005680699 -36.148207032969545, -70.94894113975981 -36.148207032969545, -70.94894113975981 -36.10329126876357, -71.00284005680699 -36.10329126876357))"
137.0,"POLYGON ((-70.94894113975981 -36.10329126876357, -70.94894113975981 -36.148207032969545, -70.90402537555383 -36.148207032969545, -70.90402537555383 -36.10329126876357, -70.94894113975981 -36.10329126876357))"
123.0,"POLYGON ((-70.90402537555383 -36.10329126876357, -70.90402537555383 -36.148207032969545, -70.85012645850667 -36.148207032969545, -70.85012645850667 -36.10329126876357, -70.90402537555383 -36.10329126876357))"
118.0,"POLYGON ((-70.85012645850667 -36.10329126876357, -70.85012645850667 -36.148207032969545, -70.79622754145949 -36.148207032969545, -70.79622754145949 -36.10329126876357, -70.85012645850667 -36.10329126876357))"
111.0,"POLYGON ((-70.79622754145949 -36.10329126876357, -70.79622754145949 -36.148207032969545, -70.75131177725352 -36.148207032969545, -70.75131177725352 -36.10329126876357, -70.79622754145949 -36.10329126876357))"
150.0,"POLYGON ((-70.69741286020634 -36.0493923517164, -70.65249709600037 -36.0493923517164, -70.65249709600037 -36.10329126876357, -70.69741286020634 -36.10329126876357, -70.69741286020634 -36.148207032969545, -70.75131177725352 -36.148207032969545, -70.75131177725352 -36.10329126876357, -70.69741286020634 -36.10329126876357, -70.69741286020634 -36.0493923517164))"
120.0,"POLYGON ((-70.65249709600037 -36.10329126876357, -70.65249709600037 -36.148207032969545, -70.5985981789532 -36.148207032969545, -70.5985981789532 -36.10329126876357, -70.65249709600037 -36.10329126876357))"
119.0,"POLYGON ((-70.5985981789532 -36.10329126876357, -70.5985981789532 -36.148207032969545, -70.55368241474721 -36.148207032969545, -70.55368241474721 -36.10329126876357, -70.5985981789532 -36.10329126876357))"
140.0,"POLYGON ((-70.49978349770005 -36.10329126876357, -70.49978349770005 -36.148207032969545, -70.44588458065287 -36.148207032969545, -70.44588458065287 -36.10329126876357, -70.49978349770005 -36.10329126876357))"
132.0,"POLYGON ((-70.44588458065287 -36.10329126876357, -70.44588458065287 -36.148207032969545, -70.4009688164469 -36.148207032969545, -70.4009688164469 -36.10329126876357, -70.44588458065287 -36.10329126876357))"
104.0,"POLYGON ((-70.4009688164469 -36.10329126876357, -70.4009688164469 -36.148207032969545, -70.34706989939973 -36.148207032969545, -70.34706989939973 -36.10329126876357, -70.4009688164469 -36.10329126876357))"
85.0,"POLYGON ((-70.34706989939973 -36.10329126876357, -70.34706989939973 -36.148207032969545, -70.31113728803496 -36.148207032969545, -70.31113728803496 -36.10329126876357, -70.34706989939973 -36.10329126876357))"
59.0,"POLYGON ((-72.54794234549256 -36.10329126876357, -72.54794234549256 -36.148207032969545, -72.50302658128659 -36.148207032969545, -72.50302658128659 -36.202105950016715, -72.44912766423941 -36.202105950016715, -72.44912766423941 -36.10329126876357, -72.54794234549256 -36.10329126876357))"
56.0,"POLYGON ((-72.29641406593909 -36.10329126876357, -72.29641406593909 -36.148207032969545, -72.25149830173312 -36.148207032969545, -72.25149830173312 -36.202105950016715, -72.15268362047998 -36.202105950016715, -72.15268362047998 -36.148207032969545, -72.25149830173312 -36.148207032969545, -72.25149830173312 -36.10329126876357, -72.29641406593909 -36.10329126876357))"
60.0,"POLYGON ((-71.90115534092651 -36.10329126876357, -71.90115534092651 -36.202105950016715, -71.84725642387933 -36.202105950016715, -71.84725642387933 -36.10329126876357, -71.90115534092651 -36.10329126876357))"
138.0,"POLYGON ((-70.69741286020634 -36.10329126876357, -70.69741286020634 -36.202105950016715, -70.65249709600037 -36.202105950016715, -70.65249709600037 -36.10329126876357, -70.69741286020634 -36.10329126876357))"
38.0,"POLYGON ((-72.79048747220483 -36.148207032969545, -72.79048747220483 -36.202105950016715, -72.74557170799885 -36.202105950016715, -72.74557170799885 -36.148207032969545, -72.79048747220483 -36.148207032969545))"
44.0,"POLYGON ((-72.74557170799885 -36.148207032969545, -72.74557170799885 -36.202105950016715, -72.70065594379288 -36.202105950016715, -72.70065594379288 -36.148207032969545, -72.74557170799885 -36.148207032969545))"
46.0,"POLYGON ((-72.70065594379288 -36.148207032969545, -72.70065594379288 -36.202105950016715, -72.6467570267457 -36.202105950016715, -72.6467570267457 -36.148207032969545, -72.70065594379288 -36.148207032969545))"
49.0,"POLYGON ((-72.6467570267457 -36.148207032969545, -72.6467570267457 -36.202105950016715, -72.60184126253974 -36.202105950016715, -72.60184126253974 -36.148207032969545, -72.6467570267457 -36.148207032969545))"
57.0,"POLYGON ((-72.60184126253974 -36.148207032969545, -72.60184126253974 -36.202105950016715, -72.54794234549256 -36.202105950016715, -72.54794234549256 -36.148207032969545, -72.60184126253974 -36.148207032969545))"
60.0,"POLYGON ((-72.54794234549256 -36.148207032969545, -72.54794234549256 -36.202105950016715, -72.50302658128659 -36.202105950016715, -72.50302658128659 -36.148207032969545, -72.54794234549256 -36.148207032969545))"
50.0,"POLYGON ((-72.44912766423941 -36.148207032969545, -72.44912766423941 -36.202105950016715, -72.40421190003343 -36.202105950016715, -72.40421190003343 -36.148207032969545, -72.44912766423941 -36.148207032969545))"
57.0,"POLYGON ((-72.29641406593909 -36.148207032969545, -72.29641406593909 -36.202105950016715, -72.25149830173312 -36.202105950016715, -72.25149830173312 -36.148207032969545, -72.29641406593909 -36.148207032969545))"
51.0,"POLYGON ((-72.0987847034328 -36.10329126876357, -72.05386893922682 -36.10329126876357, -72.05386893922682 -36.148207032969545, -72.0987847034328 -36.148207032969545, -72.0987847034328 -36.202105950016715, -72.15268362047998 -36.202105950016715, -72.15268362047998 -36.148207032969545, -72.0987847034328 -36.148207032969545, -72.0987847034328 -36.10329126876357))"
49.0,"POLYGON ((-72.0987847034328 -36.148207032969545, -72.0987847034328 -36.202105950016715, -71.99997002217965 -36.202105950016715, -71.99997002217965 -36.148207032969545, -72.0987847034328 -36.148207032969545))"
54.0,"POLYGON ((-71.99997002217965 -36.148207032969545, -71.99997002217965 -36.202105950016715, -71.90115534092651 -36.202105950016715, -71.90115534092651 -36.148207032969545, -71.99997002217965 -36.148207032969545))"
61.0,"POLYGON ((-71.84725642387933 -36.148207032969545, -71.84725642387933 -36.202105950016715, -71.80234065967336 -36.202105950016715, -71.80234065967336 -36.148207032969545, -71.84725642387933 -36.148207032969545))"
84.0,"POLYGON ((-71.7035259784202 -36.148207032969545, -71.7035259784202 -36.202105950016715, -71.64962706137304 -36.202105950016715, -71.64962706137304 -36.148207032969545, -71.7035259784202 -36.148207032969545))"
97.0,"POLYGON ((-71.64962706137304 -36.148207032969545, -71.64962706137304 -36.202105950016715, -71.59572814432586 -36.202105950016715, -71.59572814432586 -36.148207032969545, -71.64962706137304 -36.148207032969545))"
100.0,"POLYGON ((-71.59572814432586 -36.148207032969545, -71.59572814432586 -36.202105950016715, -71.5508123801199 -36.202105950016715, -71.5508123801199 -36.148207032969545, -71.59572814432586 -36.148207032969545))"
95.0,"POLYGON ((-71.5508123801199 -36.148207032969545, -71.5508123801199 -36.202105950016715, -71.45199769886675 -36.202105950016715, -71.45199769886675 -36.148207032969545, -71.5508123801199 -36.148207032969545))"
97.0,"POLYGON ((-71.45199769886675 -36.148207032969545, -71.45199769886675 -36.202105950016715, -71.39809878181957 -36.202105950016715, -71.39809878181957 -36.148207032969545, -71.45199769886675 -36.148207032969545))"
100.0,"POLYGON ((-71.39809878181957 -36.148207032969545, -71.39809878181957 -36.202105950016715, -71.3531830176136 -36.202105950016715, -71.3531830176136 -36.148207032969545, -71.39809878181957 -36.148207032969545))"
107.0,"POLYGON ((-71.3531830176136 -36.148207032969545, -71.3531830176136 -36.202105950016715, -71.29928410056642 -36.202105950016715, -71.29928410056642 -36.148207032969545, -71.3531830176136 -36.148207032969545))"
115.0,"POLYGON ((-71.29928410056642 -36.148207032969545, -71.29928410056642 -36.202105950016715, -71.25436833636044 -36.202105950016715, -71.25436833636044 -36.148207032969545, -71.29928410056642 -36.148207032969545))"
130.0,"POLYGON ((-71.20046941931328 -36.10329126876357, -71.1465705022661 -36.10329126876357, -71.1465705022661 -36.148207032969545, -71.20046941931328 -36.148207032969545, -71.20046941931328 -36.202105950016715, -71.25436833636044 -36.202105950016715, -71.25436833636044 -36.148207032969545, -71.20046941931328 -36.148207032969545, -71.20046941931328 -36.10329126876357))"
141.0,"POLYGON ((-71.20046941931328 -36.148207032969545, -71.20046941931328 -36.202105950016715, -71.1465705022661 -36.202105950016715, -71.1465705022661 -36.148207032969545, -71.20046941931328 -36.148207032969545))"
154.0,"POLYGON ((-71.1465705022661 -36.148207032969545, -71.1465705022661 -36.202105950016715, -71.10165473806013 -36.202105950016715, -71.10165473806013 -36.148207032969545, -71.1465705022661 -36.148207032969545))"
142.0,"POLYGON ((-71.10165473806013 -36.148207032969545, -71.10165473806013 -36.202105950016715, -71.04775582101296 -36.202105950016715, -71.04775582101296 -36.148207032969545, -71.10165473806013 -36.148207032969545))"
140.0,"POLYGON ((-71.04775582101296 -36.148207032969545, -71.04775582101296 -36.202105950016715, -71.00284005680699 -36.202105950016715, -71.00284005680699 -36.148207032969545, -71.04775582101296 -36.148207032969545))"
165.0,"POLYGON ((-71.00284005680699 -36.148207032969545, -71.00284005680699 -36.202105950016715, -70.94894113975981 -36.202105950016715, -70.94894113975981 -36.148207032969545, -71.00284005680699 -36.148207032969545))"
146.0,"POLYGON ((-70.94894113975981 -36.148207032969545, -70.94894113975981 -36.202105950016715, -70.90402537555383 -36.202105950016715, -70.90402537555383 -36.148207032969545, -70.94894113975981 -36.148207032969545))"
127.0,"POLYGON ((-70.90402537555383 -36.148207032969545, -70.90402537555383 -36.202105950016715, -70.85012645850667 -36.202105950016715, -70.85012645850667 -36.148207032969545, -70.90402537555383 -36.148207032969545))"
126.0,"POLYGON ((-70.85012645850667 -36.148207032969545, -70.85012645850667 -36.202105950016715, -70.79622754145949 -36.202105950016715, -70.79622754145949 -36.148207032969545, -70.85012645850667 -36.148207032969545))"
117.0,"POLYGON ((-70.79622754145949 -36.148207032969545, -70.79622754145949 -36.202105950016715, -70.75131177725352 -36.202105950016715, -70.75131177725352 -36.148207032969545, -70.79622754145949 -36.148207032969545))"
141.0,"POLYGON ((-70.75131177725352 -36.148207032969545, -70.75131177725352 -36.202105950016715, -70.69741286020634 -36.202105950016715, -70.69741286020634 -36.148207032969545, -70.75131177725352 -36.148207032969545))"
129.0,"POLYGON ((-70.65249709600037 -36.148207032969545, -70.65249709600037 -36.202105950016715, -70.5985981789532 -36.202105950016715, -70.5985981789532 -36.148207032969545, -70.65249709600037 -36.148207032969545))"
124.0,"POLYGON ((-70.5985981789532 -36.148207032969545, -70.5985981789532 -36.202105950016715, -70.55368241474721 -36.202105950016715, -70.55368241474721 -36.148207032969545, -70.5985981789532 -36.148207032969545))"
116.0,"POLYGON ((-70.55368241474721 -36.148207032969545, -70.55368241474721 -36.202105950016715, -70.49978349770005 -36.202105950016715, -70.49978349770005 -36.148207032969545, -70.55368241474721 -36.148207032969545))"
118.0,"POLYGON ((-70.49978349770005 -36.148207032969545, -70.49978349770005 -36.202105950016715, -70.44588458065287 -36.202105950016715, -70.44588458065287 -36.148207032969545, -70.49978349770005 -36.148207032969545))"
111.0,"POLYGON ((-70.44588458065287 -36.148207032969545, -70.44588458065287 -36.202105950016715, -70.4009688164469 -36.202105950016715, -70.4009688164469 -36.148207032969545, -70.44588458065287 -36.148207032969545))"
96.0,"POLYGON ((-70.4009688164469 -36.148207032969545, -70.4009688164469 -36.202105950016715, -70.34706989939973 -36.202105950016715, -70.34706989939973 -36.148207032969545, -70.4009688164469 -36.148207032969545))"
87.0,"POLYGON ((-70.34706989939973 -36.148207032969545, -70.34706989939973 -36.202105950016715, -70.31113728803496 -36.202105950016715, -70.31113728803496 -36.148207032969545, -70.34706989939973 -36.148207032969545))"
61.0,"POLYGON ((-72.35031298298627 -36.148207032969545, -72.35031298298627 -36.2470217142227, -72.29641406593909 -36.2470217142227, -72.29641406593909 -36.148207032969545, -72.35031298298627 -36.148207032969545))"
70.0,"POLYGON ((-71.80234065967336 -36.148207032969545, -71.80234065967336 -36.2470217142227, -71.74844174262618 -36.2470217142227, -71.74844174262618 -36.148207032969545, -71.80234065967336 -36.148207032969545))"
72.0,"POLYGON ((-71.74844174262618 -36.148207032969545, -71.74844174262618 -36.2470217142227, -71.7035259784202 -36.2470217142227, -71.7035259784202 -36.148207032969545, -71.74844174262618 -36.148207032969545))"
42.0,"POLYGON ((-72.79048747220483 -36.202105950016715, -72.79048747220483 -36.2470217142227, -72.74557170799885 -36.2470217142227, -72.74557170799885 -36.202105950016715, -72.79048747220483 -36.202105950016715))"
43.0,"POLYGON ((-72.74557170799885 -36.202105950016715, -72.74557170799885 -36.2470217142227, -72.70065594379288 -36.2470217142227, -72.70065594379288 -36.202105950016715, -72.74557170799885 -36.202105950016715))"
45.0,"POLYGON ((-72.70065594379288 -36.202105950016715, -72.70065594379288 -36.2470217142227, -72.6467570267457 -36.2470217142227, -72.6467570267457 -36.202105950016715, -72.70065594379288 -36.202105950016715))"
52.0,"POLYGON ((-72.6467570267457 -36.202105950016715, -72.6467570267457 -36.2470217142227, -72.60184126253974 -36.2470217142227, -72.60184126253974 -36.202105950016715, -72.6467570267457 -36.202105950016715))"
59.0,"POLYGON ((-72.60184126253974 -36.202105950016715, -72.60184126253974 -36.2470217142227, -72.54794234549256 -36.2470217142227, -72.54794234549256 -36.202105950016715, -72.60184126253974 -36.202105950016715))"
62.0,"POLYGON ((-72.54794234549256 -36.202105950016715, -72.54794234549256 -36.2470217142227, -72.50302658128659 -36.2470217142227, -72.50302658128659 -36.202105950016715, -72.54794234549256 -36.202105950016715))"
64.0,"POLYGON ((-72.50302658128659 -36.202105950016715, -72.50302658128659 -36.2470217142227, -72.40421190003343 -36.2470217142227, -72.40421190003343 -36.202105950016715, -72.50302658128659 -36.202105950016715))"
59.0,"POLYGON ((-72.29641406593909 -36.202105950016715, -72.29641406593909 -36.2470217142227, -72.19759938468594 -36.2470217142227, -72.19759938468594 -36.202105950016715, -72.29641406593909 -36.202105950016715))"
60.0,"POLYGON ((-72.19759938468594 -36.202105950016715, -72.19759938468594 -36.2470217142227, -72.15268362047998 -36.2470217142227, -72.15268362047998 -36.202105950016715, -72.19759938468594 -36.202105950016715))"
55.0,"POLYGON ((-72.0987847034328 -36.202105950016715, -72.0987847034328 -36.2470217142227, -72.05386893922682 -36.2470217142227, -72.05386893922682 -36.202105950016715, -72.0987847034328 -36.202105950016715))"
52.0,"POLYGON ((-72.05386893922682 -36.202105950016715, -72.05386893922682 -36.2470217142227, -71.99997002217965 -36.2470217142227, -71.99997002217965 -36.202105950016715, -72.05386893922682 -36.202105950016715))"
63.0,"POLYGON ((-71.99997002217965 -36.202105950016715, -71.99997002217965 -36.2470217142227, -71.90115534092651 -36.2470217142227, -71.90115534092651 -36.202105950016715, -71.99997002217965 -36.202105950016715))"
62.0,"POLYGON ((-71.90115534092651 -36.202105950016715, -71.90115534092651 -36.2470217142227, -71.80234065967336 -36.2470217142227, -71.80234065967336 -36.202105950016715, -71.90115534092651 -36.202105950016715))"
83.0,"POLYGON ((-71.7035259784202 -36.202105950016715, -71.7035259784202 -36.2470217142227, -71.64962706137304 -36.2470217142227, -71.64962706137304 -36.202105950016715, -71.7035259784202 -36.202105950016715))"
91.0,"POLYGON ((-71.64962706137304 -36.202105950016715, -71.64962706137304 -36.2470217142227, -71.59572814432586 -36.2470217142227, -71.59572814432586 -36.202105950016715, -71.64962706137304 -36.202105950016715))"
96.0,"POLYGON ((-71.59572814432586 -36.202105950016715, -71.59572814432586 -36.2470217142227, -71.5508123801199 -36.2470217142227, -71.5508123801199 -36.202105950016715, -71.59572814432586 -36.202105950016715))"
97.0,"POLYGON ((-71.5508123801199 -36.202105950016715, -71.5508123801199 -36.2470217142227, -71.49691346307272 -36.2470217142227, -71.49691346307272 -36.202105950016715, -71.5508123801199 -36.202105950016715))"
98.0,"POLYGON ((-71.49691346307272 -36.202105950016715, -71.49691346307272 -36.2470217142227, -71.45199769886675 -36.2470217142227, -71.45199769886675 -36.202105950016715, -71.49691346307272 -36.202105950016715))"
99.0,"POLYGON ((-71.45199769886675 -36.202105950016715, -71.45199769886675 -36.2470217142227, -71.39809878181957 -36.2470217142227, -71.39809878181957 -36.202105950016715, -71.45199769886675 -36.202105950016715))"
101.0,"POLYGON ((-71.39809878181957 -36.202105950016715, -71.39809878181957 -36.2470217142227, -71.3531830176136 -36.2470217142227, -71.3531830176136 -36.202105950016715, -71.39809878181957 -36.202105950016715))"
109.0,"POLYGON ((-71.3531830176136 -36.202105950016715, -71.3531830176136 -36.2470217142227, -71.29928410056642 -36.2470217142227, -71.29928410056642 -36.202105950016715, -71.3531830176136 -36.202105950016715))"
117.0,"POLYGON ((-71.29928410056642 -36.202105950016715, -71.29928410056642 -36.2470217142227, -71.25436833636044 -36.2470217142227, -71.25436833636044 -36.202105950016715, -71.29928410056642 -36.202105950016715))"
127.0,"POLYGON ((-71.25436833636044 -36.202105950016715, -71.25436833636044 -36.2470217142227, -71.20046941931328 -36.2470217142227, -71.20046941931328 -36.202105950016715, -71.25436833636044 -36.202105950016715))"
145.0,"POLYGON ((-71.1465705022661 -36.202105950016715, -71.1465705022661 -36.2470217142227, -71.10165473806013 -36.2470217142227, -71.10165473806013 -36.202105950016715, -71.1465705022661 -36.202105950016715))"
141.0,"POLYGON ((-71.10165473806013 -36.202105950016715, -71.10165473806013 -36.2470217142227, -71.00284005680699 -36.2470217142227, -71.00284005680699 -36.202105950016715, -71.10165473806013 -36.202105950016715))"
