lluvia,geometry
72.0,"POLYGON ((-71.64962706137304 -35.195992831802855, -71.64962706137304 -35.249891748850025, -71.59572814432586 -35.249891748850025, -71.59572814432586 -35.195992831802855, -71.64962706137304 -35.195992831802855))"
70.0,"POLYGON ((-71.59572814432586 -35.195992831802855, -71.59572814432586 -35.249891748850025, -71.49691346307272 -35.249891748850025, -71.49691346307272 -35.195992831802855, -71.59572814432586 -35.195992831802855))"
76.0,"POLYGON ((-71.49691346307272 -35.195992831802855, -71.49691346307272 -35.249891748850025, -71.45199769886675 -35.249891748850025, -71.45199769886675 -35.195992831802855, -71.49691346307272 -35.195992831802855))"
79.0,"POLYGON ((-71.45199769886675 -35.195992831802855, -71.45199769886675 -35.249891748850025, -71.39809878181957 -35.249891748850025, -71.39809878181957 -35.303790665897196, -71.3531830176136 -35.303790665897196, -71.3531830176136 -35.249891748850025, -71.39809878181957 -35.249891748850025, -71.39809878181957 -35.195992831802855, -71.45199769886675 -35.195992831802855))"
77.0,"POLYGON ((-71.39809878181957 -35.195992831802855, -71.39809878181957 -35.249891748850025, -71.3531830176136 -35.249891748850025, -71.3531830176136 -35.195992831802855, -71.39809878181957 -35.195992831802855))"
76.0,"POLYGON ((-71.3531830176136 -35.195992831802855, -71.3531830176136 -35.249891748850025, -71.29928410056642 -35.249891748850025, -71.29928410056642 -35.195992831802855, -71.3531830176136 -35.195992831802855))"
78.0,"POLYGON ((-71.29928410056642 -35.195992831802855, -71.29928410056642 -35.249891748850025, -71.25436833636044 -35.249891748850025, -71.25436833636044 -35.195992831802855, -71.29928410056642 -35.195992831802855))"
87.0,"POLYGON ((-71.10165473806013 -35.15107706759688, -71.00284005680699 -35.15107706759688, -71.00284005680699 -35.249891748850025, -71.04775582101296 -35.249891748850025, -71.04775582101296 -35.195992831802855, -71.10165473806013 -35.195992831802855, -71.10165473806013 -35.249891748850025, -71.20046941931328 -35.249891748850025, -71.20046941931328 -35.195992831802855, -71.10165473806013 -35.195992831802855, -71.10165473806013 -35.15107706759688))"
85.0,"POLYGON ((-71.10165473806013 -35.195992831802855, -71.10165473806013 -35.249891748850025, -71.04775582101296 -35.249891748850025, -71.04775582101296 -35.195992831802855, -71.10165473806013 -35.195992831802855))"
96.0,"POLYGON ((-71.00284005680699 -35.195992831802855, -71.00284005680699 -35.249891748850025, -70.94894113975981 -35.249891748850025, -70.94894113975981 -35.195992831802855, -71.00284005680699 -35.195992831802855))"
101.0,"POLYGON ((-70.94894113975981 -35.195992831802855, -70.94894113975981 -35.249891748850025, -70.85012645850667 -35.249891748850025, -70.85012645850667 -35.195992831802855, -70.94894113975981 -35.195992831802855))"
102.0,"POLYGON ((-70.85012645850667 -35.195992831802855, -70.85012645850667 -35.249891748850025, -70.79622754145949 -35.249891748850025, -70.79622754145949 -35.195992831802855, -70.85012645850667 -35.195992831802855))"
123.0,"POLYGON ((-70.75131177725352 -35.195992831802855, -70.75131177725352 -35.249891748850025, -70.69741286020634 -35.249891748850025, -70.69741286020634 -35.195992831802855, -70.75131177725352 -35.195992831802855))"
141.0,"POLYGON ((-70.65249709600037 -35.195992831802855, -70.65249709600037 -35.249891748850025, -70.5985981789532 -35.249891748850025, -70.5985981789532 -35.195992831802855, -70.65249709600037 -35.195992831802855))"
133.0,"POLYGON ((-70.5985981789532 -35.195992831802855, -70.5985981789532 -35.249891748850025, -70.55368241474721 -35.249891748850025, -70.55368241474721 -35.195992831802855, -70.5985981789532 -35.195992831802855))"
135.0,"POLYGON ((-70.55368241474721 -35.195992831802855, -70.55368241474721 -35.249891748850025, -70.49978349770005 -35.249891748850025, -70.49978349770005 -35.195992831802855, -70.55368241474721 -35.195992831802855))"
143.0,"POLYGON ((-70.49978349770005 -35.195992831802855, -70.49978349770005 -35.249891748850025, -70.44588458065287 -35.249891748850025, -70.44588458065287 -35.195992831802855, -70.49978349770005 -35.195992831802855))"
139.0,"POLYGON ((-70.44588458065287 -35.195992831802855, -70.44588458065287 -35.249891748850025, -70.4009688164469 -35.249891748850025, -70.4009688164469 -35.195992831802855, -70.44588458065287 -35.195992831802855))"
144.0,"POLYGON ((-70.4009688164469 -35.195992831802855, -70.4009688164469 -35.249891748850025, -70.34706989939973 -35.249891748850025, -70.34706989939973 -35.195992831802855, -70.4009688164469 -35.195992831802855))"
128.0,"POLYGON ((-70.34706989939973 -35.195992831802855, -70.34706989939973 -35.249891748850025, -70.31113728803496 -35.249891748850025, -70.31113728803496 -35.195992831802855, -70.34706989939973 -35.195992831802855))"
29.0,"POLYGON ((-72.50302658128659 -35.249891748850025, -72.50302658128659 -35.303790665897196, -72.44912766423941 -35.303790665897196, -72.44912766423941 -35.249891748850025, -72.50302658128659 -35.249891748850025))"
30.0,"POLYGON ((-72.44912766423941 -35.249891748850025, -72.44912766423941 -35.303790665897196, -72.40421190003343 -35.303790665897196, -72.40421190003343 -35.249891748850025, -72.44912766423941 -35.249891748850025))"
72.0,"POLYGON ((-72.40421190003343 -35.249891748850025, -72.40421190003343 -35.303790665897196, -72.35031298298627 -35.303790665897196, -72.35031298298627 -35.249891748850025, -72.40421190003343 -35.249891748850025))"
75.0,"POLYGON ((-72.35031298298627 -35.249891748850025, -72.35031298298627 -35.303790665897196, -72.29641406593909 -35.303790665897196, -72.29641406593909 -35.249891748850025, -72.35031298298627 -35.249891748850025))"
77.0,"POLYGON ((-72.29641406593909 -35.249891748850025, -72.29641406593909 -35.303790665897196, -72.25149830173312 -35.303790665897196, -72.25149830173312 -35.249891748850025, -72.29641406593909 -35.249891748850025))"
89.0,"POLYGON ((-72.25149830173312 -35.249891748850025, -72.25149830173312 -35.303790665897196, -72.19759938468594 -35.303790665897196, -72.19759938468594 -35.249891748850025, -72.25149830173312 -35.249891748850025))"
87.0,"POLYGON ((-72.0987847034328 -35.249891748850025, -72.0987847034328 -35.303790665897196, -72.05386893922682 -35.303790665897196, -72.05386893922682 -35.249891748850025, -72.0987847034328 -35.249891748850025))"
81.0,"POLYGON ((-72.05386893922682 -35.249891748850025, -72.05386893922682 -35.303790665897196, -71.99997002217965 -35.303790665897196, -71.99997002217965 -35.249891748850025, -72.05386893922682 -35.249891748850025))"
94.0,"POLYGON ((-71.99997002217965 -35.249891748850025, -71.99997002217965 -35.303790665897196, -71.90115534092651 -35.303790665897196, -71.90115534092651 -35.249891748850025, -71.99997002217965 -35.249891748850025))"
91.0,"POLYGON ((-71.90115534092651 -35.249891748850025, -71.90115534092651 -35.303790665897196, -71.84725642387933 -35.303790665897196, -71.84725642387933 -35.249891748850025, -71.90115534092651 -35.249891748850025))"
87.0,"POLYGON ((-71.84725642387933 -35.249891748850025, -71.84725642387933 -35.303790665897196, -71.80234065967336 -35.303790665897196, -71.80234065967336 -35.249891748850025, -71.84725642387933 -35.249891748850025))"
83.0,"POLYGON ((-71.80234065967336 -35.249891748850025, -71.80234065967336 -35.303790665897196, -71.74844174262618 -35.303790665897196, -71.74844174262618 -35.249891748850025, -71.80234065967336 -35.249891748850025))"
88.0,"POLYGON ((-71.7035259784202 -35.249891748850025, -71.7035259784202 -35.303790665897196, -71.64962706137304 -35.303790665897196, -71.64962706137304 -35.249891748850025, -71.7035259784202 -35.249891748850025))"
78.0,"POLYGON ((-71.64962706137304 -35.249891748850025, -71.64962706137304 -35.303790665897196, -71.59572814432586 -35.303790665897196, -71.59572814432586 -35.249891748850025, -71.64962706137304 -35.249891748850025))"
75.0,"POLYGON ((-71.59572814432586 -35.249891748850025, -71.59572814432586 -35.303790665897196, -71.49691346307272 -35.303790665897196, -71.49691346307272 -35.249891748850025, -71.59572814432586 -35.249891748850025))"
81.0,"POLYGON ((-71.49691346307272 -35.249891748850025, -71.49691346307272 -35.303790665897196, -71.45199769886675 -35.303790665897196, -71.45199769886675 -35.249891748850025, -71.49691346307272 -35.249891748850025))"
82.0,"POLYGON ((-71.45199769886675 -35.249891748850025, -71.45199769886675 -35.303790665897196, -71.39809878181957 -35.303790665897196, -71.39809878181957 -35.249891748850025, -71.45199769886675 -35.249891748850025))"
80.0,"POLYGON ((-71.3531830176136 -35.249891748850025, -71.3531830176136 -35.303790665897196, -71.29928410056642 -35.303790665897196, -71.29928410056642 -35.249891748850025, -71.3531830176136 -35.249891748850025))"
92.0,"POLYGON ((-71.25436833636044 -35.249891748850025, -71.25436833636044 -35.303790665897196, -71.20046941931328 -35.303790665897196, -71.20046941931328 -35.249891748850025, -71.25436833636044 -35.249891748850025))"
93.0,"POLYGON ((-71.20046941931328 -35.249891748850025, -71.20046941931328 -35.303790665897196, -71.1465705022661 -35.303790665897196, -71.1465705022661 -35.249891748850025, -71.20046941931328 -35.249891748850025))"
91.0,"POLYGON ((-71.1465705022661 -35.249891748850025, -71.1465705022661 -35.303790665897196, -71.10165473806013 -35.303790665897196, -71.10165473806013 -35.249891748850025, -71.1465705022661 -35.249891748850025))"
88.0,"POLYGON ((-71.10165473806013 -35.249891748850025, -71.10165473806013 -35.303790665897196, -71.04775582101296 -35.303790665897196, -71.04775582101296 -35.249891748850025, -71.10165473806013 -35.249891748850025))"
91.0,"POLYGON ((-71.04775582101296 -35.249891748850025, -71.04775582101296 -35.303790665897196, -71.00284005680699 -35.303790665897196, -71.00284005680699 -35.249891748850025, -71.04775582101296 -35.249891748850025))"
102.0,"POLYGON ((-71.00284005680699 -35.249891748850025, -71.00284005680699 -35.303790665897196, -70.94894113975981 -35.303790665897196, -70.94894113975981 -35.249891748850025, -71.00284005680699 -35.249891748850025))"
104.0,"POLYGON ((-70.94894113975981 -35.249891748850025, -70.94894113975981 -35.303790665897196, -70.90402537555383 -35.303790665897196, -70.90402537555383 -35.249891748850025, -70.94894113975981 -35.249891748850025))"
109.0,"POLYGON ((-70.90402537555383 -35.249891748850025, -70.90402537555383 -35.303790665897196, -70.85012645850667 -35.303790665897196, -70.85012645850667 -35.249891748850025, -70.90402537555383 -35.249891748850025))"
106.0,"POLYGON ((-70.85012645850667 -35.249891748850025, -70.85012645850667 -35.303790665897196, -70.79622754145949 -35.303790665897196, -70.79622754145949 -35.249891748850025, -70.85012645850667 -35.249891748850025))"
109.0,"POLYGON ((-70.79622754145949 -35.249891748850025, -70.79622754145949 -35.303790665897196, -70.75131177725352 -35.303790665897196, -70.75131177725352 -35.249891748850025, -70.79622754145949 -35.249891748850025))"
136.0,"POLYGON ((-70.69741286020634 -35.195992831802855, -70.65249709600037 -35.195992831802855, -70.65249709600037 -35.249891748850025, -70.69741286020634 -35.249891748850025, -70.69741286020634 -35.303790665897196, -70.75131177725352 -35.303790665897196, -70.75131177725352 -35.249891748850025, -70.69741286020634 -35.249891748850025, -70.69741286020634 -35.195992831802855))"
151.0,"POLYGON ((-70.69741286020634 -35.249891748850025, -70.69741286020634 -35.303790665897196, -70.5985981789532 -35.303790665897196, -70.5985981789532 -35.249891748850025, -70.69741286020634 -35.249891748850025))"
148.0,"POLYGON ((-70.5985981789532 -35.249891748850025, -70.5985981789532 -35.303790665897196, -70.55368241474721 -35.303790665897196, -70.55368241474721 -35.249891748850025, -70.5985981789532 -35.249891748850025))"
147.0,"POLYGON ((-70.55368241474721 -35.249891748850025, -70.55368241474721 -35.303790665897196, -70.49978349770005 -35.303790665897196, -70.49978349770005 -35.249891748850025, -70.55368241474721 -35.249891748850025))"
154.0,"POLYGON ((-70.44588458065287 -35.249891748850025, -70.44588458065287 -35.303790665897196, -70.34706989939973 -35.303790665897196, -70.34706989939973 -35.249891748850025, -70.44588458065287 -35.249891748850025))"
132.0,"POLYGON ((-70.34706989939973 -35.249891748850025, -70.34706989939973 -35.303790665897196, -70.31113728803496 -35.303790665897196, -70.31113728803496 -35.249891748850025, -70.34706989939973 -35.249891748850025))"
84.0,"POLYGON ((-72.19759938468594 -35.249891748850025, -72.19759938468594 -35.34870643010317, -72.15268362047998 -35.34870643010317, -72.15268362047998 -35.249891748850025, -72.19759938468594 -35.249891748850025))"
85.0,"POLYGON ((-71.29928410056642 -35.249891748850025, -71.29928410056642 -35.34870643010317, -71.25436833636044 -35.34870643010317, -71.25436833636044 -35.249891748850025, -71.29928410056642 -35.249891748850025))"
162.0,"POLYGON ((-70.49978349770005 -35.249891748850025, -70.49978349770005 -35.303790665897196, -70.44588458065287 -35.303790665897196, -70.44588458065287 -35.34870643010317, -70.4009688164469 -35.34870643010317, -70.4009688164469 -35.303790665897196, -70.44588458065287 -35.303790665897196, -70.44588458065287 -35.249891748850025, -70.49978349770005 -35.249891748850025))"
28.0,"POLYGON ((-72.50302658128659 -35.303790665897196, -72.50302658128659 -35.34870643010317, -72.44912766423941 -35.34870643010317, -72.44912766423941 -35.303790665897196, -72.50302658128659 -35.303790665897196))"
66.0,"POLYGON ((-72.44912766423941 -35.303790665897196, -72.44912766423941 -35.34870643010317, -72.40421190003343 -35.34870643010317, -72.40421190003343 -35.303790665897196, -72.44912766423941 -35.303790665897196))"
74.0,"POLYGON ((-72.40421190003343 -35.303790665897196, -72.40421190003343 -35.34870643010317, -72.35031298298627 -35.34870643010317, -72.35031298298627 -35.303790665897196, -72.40421190003343 -35.303790665897196))"
72.0,"POLYGON ((-72.29641406593909 -35.303790665897196, -72.29641406593909 -35.34870643010317, -72.25149830173312 -35.34870643010317, -72.25149830173312 -35.303790665897196, -72.29641406593909 -35.303790665897196))"
81.0,"POLYGON ((-72.25149830173312 -35.303790665897196, -72.25149830173312 -35.34870643010317, -72.19759938468594 -35.34870643010317, -72.19759938468594 -35.303790665897196, -72.25149830173312 -35.303790665897196))"
88.0,"POLYGON ((-72.0987847034328 -35.303790665897196, -72.0987847034328 -35.34870643010317, -71.99997002217965 -35.34870643010317, -71.99997002217965 -35.303790665897196, -72.0987847034328 -35.303790665897196))"
90.0,"POLYGON ((-71.99997002217965 -35.303790665897196, -71.99997002217965 -35.34870643010317, -71.94607110513248 -35.34870643010317, -71.94607110513248 -35.303790665897196, -71.99997002217965 -35.303790665897196))"
86.0,"POLYGON ((-71.94607110513248 -35.303790665897196, -71.94607110513248 -35.34870643010317, -71.90115534092651 -35.34870643010317, -71.90115534092651 -35.303790665897196, -71.94607110513248 -35.303790665897196))"
82.0,"POLYGON ((-71.84725642387933 -35.303790665897196, -71.84725642387933 -35.34870643010317, -71.80234065967336 -35.34870643010317, -71.80234065967336 -35.303790665897196, -71.84725642387933 -35.303790665897196))"
79.0,"POLYGON ((-71.80234065967336 -35.303790665897196, -71.80234065967336 -35.34870643010317, -71.74844174262618 -35.34870643010317, -71.74844174262618 -35.303790665897196, -71.80234065967336 -35.303790665897196))"
91.0,"POLYGON ((-71.74844174262618 -35.303790665897196, -71.74844174262618 -35.34870643010317, -71.7035259784202 -35.34870643010317, -71.7035259784202 -35.303790665897196, -71.74844174262618 -35.303790665897196))"
83.0,"POLYGON ((-71.7035259784202 -35.303790665897196, -71.7035259784202 -35.34870643010317, -71.64962706137304 -35.34870643010317, -71.64962706137304 -35.303790665897196, -71.7035259784202 -35.303790665897196))"
77.0,"POLYGON ((-71.64962706137304 -35.303790665897196, -71.64962706137304 -35.34870643010317, -71.59572814432586 -35.34870643010317, -71.59572814432586 -35.303790665897196, -71.64962706137304 -35.303790665897196))"
70.0,"POLYGON ((-71.59572814432586 -35.303790665897196, -71.59572814432586 -35.34870643010317, -71.49691346307272 -35.34870643010317, -71.49691346307272 -35.303790665897196, -71.59572814432586 -35.303790665897196))"
73.0,"POLYGON ((-71.49691346307272 -35.303790665897196, -71.49691346307272 -35.34870643010317, -71.45199769886675 -35.34870643010317, -71.45199769886675 -35.303790665897196, -71.49691346307272 -35.303790665897196))"
77.0,"POLYGON ((-71.45199769886675 -35.303790665897196, -71.45199769886675 -35.34870643010317, -71.39809878181957 -35.34870643010317, -71.39809878181957 -35.303790665897196, -71.45199769886675 -35.303790665897196))"
73.0,"POLYGON ((-71.39809878181957 -35.303790665897196, -71.39809878181957 -35.34870643010317, -71.3531830176136 -35.34870643010317, -71.3531830176136 -35.303790665897196, -71.39809878181957 -35.303790665897196))"
78.0,"POLYGON ((-71.3531830176136 -35.303790665897196, -71.3531830176136 -35.34870643010317, -71.29928410056642 -35.34870643010317, -71.29928410056642 -35.303790665897196, -71.3531830176136 -35.303790665897196))"
90.0,"POLYGON ((-71.25436833636044 -35.303790665897196, -71.25436833636044 -35.34870643010317, -71.1465705022661 -35.34870643010317, -71.1465705022661 -35.303790665897196, -71.25436833636044 -35.303790665897196))"
86.0,"POLYGON ((-71.1465705022661 -35.303790665897196, -71.1465705022661 -35.34870643010317, -71.10165473806013 -35.34870643010317, -71.10165473806013 -35.303790665897196, -71.1465705022661 -35.303790665897196))"
90.0,"POLYGON ((-71.10165473806013 -35.303790665897196, -71.10165473806013 -35.34870643010317, -71.04775582101296 -35.34870643010317, -71.04775582101296 -35.303790665897196, -71.10165473806013 -35.303790665897196))"
87.0,"POLYGON ((-71.04775582101296 -35.303790665897196, -71.04775582101296 -35.34870643010317, -71.00284005680699 -35.34870643010317, -71.00284005680699 -35.303790665897196, -71.04775582101296 -35.303790665897196))"
98.0,"POLYGON ((-71.00284005680699 -35.303790665897196, -71.00284005680699 -35.34870643010317, -70.94894113975981 -35.34870643010317, -70.94894113975981 -35.303790665897196, -71.00284005680699 -35.303790665897196))"
100.0,"POLYGON ((-70.94894113975981 -35.303790665897196, -70.94894113975981 -35.34870643010317, -70.90402537555383 -35.34870643010317, -70.90402537555383 -35.303790665897196, -70.94894113975981 -35.303790665897196))"
102.0,"POLYGON ((-70.90402537555383 -35.303790665897196, -70.90402537555383 -35.34870643010317, -70.85012645850667 -35.34870643010317, -70.85012645850667 -35.303790665897196, -70.90402537555383 -35.303790665897196))"
101.0,"POLYGON ((-70.85012645850667 -35.303790665897196, -70.85012645850667 -35.34870643010317, -70.79622754145949 -35.34870643010317, -70.79622754145949 -35.303790665897196, -70.85012645850667 -35.303790665897196))"
104.0,"POLYGON ((-70.79622754145949 -35.303790665897196, -70.79622754145949 -35.34870643010317, -70.75131177725352 -35.34870643010317, -70.75131177725352 -35.303790665897196, -70.79622754145949 -35.303790665897196))"
135.0,"POLYGON ((-70.75131177725352 -35.303790665897196, -70.75131177725352 -35.34870643010317, -70.69741286020634 -35.34870643010317, -70.69741286020634 -35.303790665897196, -70.75131177725352 -35.303790665897196))"
140.0,"POLYGON ((-70.69741286020634 -35.303790665897196, -70.69741286020634 -35.34870643010317, -70.65249709600037 -35.34870643010317, -70.65249709600037 -35.303790665897196, -70.69741286020634 -35.303790665897196))"
141.0,"POLYGON ((-70.65249709600037 -35.303790665897196, -70.65249709600037 -35.34870643010317, -70.5985981789532 -35.34870643010317, -70.5985981789532 -35.303790665897196, -70.65249709600037 -35.303790665897196))"
140.0,"POLYGON ((-70.5985981789532 -35.303790665897196, -70.5985981789532 -35.34870643010317, -70.55368241474721 -35.34870643010317, -70.55368241474721 -35.303790665897196, -70.5985981789532 -35.303790665897196))"
144.0,"POLYGON ((-70.55368241474721 -35.303790665897196, -70.55368241474721 -35.34870643010317, -70.49978349770005 -35.34870643010317, -70.49978349770005 -35.303790665897196, -70.55368241474721 -35.303790665897196))"
170.0,"POLYGON ((-70.49978349770005 -35.303790665897196, -70.49978349770005 -35.34870643010317, -70.44588458065287 -35.34870643010317, -70.44588458065287 -35.303790665897196, -70.49978349770005 -35.303790665897196))"
123.0,"POLYGON ((-70.34706989939973 -35.303790665897196, -70.34706989939973 -35.34870643010317, -70.31113728803496 -35.34870643010317, -70.31113728803496 -35.303790665897196, -70.34706989939973 -35.303790665897196))"
139.0,"POLYGON ((-70.4009688164469 -35.303790665897196, -70.4009688164469 -35.40260534715034, -70.34706989939973 -35.40260534715034, -70.34706989939973 -35.303790665897196, -70.4009688164469 -35.303790665897196))"
22.0,"POLYGON ((-72.60184126253974 -35.34870643010317, -72.60184126253974 -35.40260534715034, -72.54794234549256 -35.40260534715034, -72.54794234549256 -35.34870643010317, -72.60184126253974 -35.34870643010317))"
21.0,"POLYGON ((-72.54794234549256 -35.34870643010317, -72.54794234549256 -35.40260534715034, -72.50302658128659 -35.40260534715034, -72.50302658128659 -35.34870643010317, -72.54794234549256 -35.34870643010317))"
61.0,"POLYGON ((-72.50302658128659 -35.34870643010317, -72.50302658128659 -35.40260534715034, -72.44912766423941 -35.40260534715034, -72.44912766423941 -35.34870643010317, -72.50302658128659 -35.34870643010317))"
69.0,"POLYGON ((-72.44912766423941 -35.34870643010317, -72.44912766423941 -35.40260534715034, -72.40421190003343 -35.40260534715034, -72.40421190003343 -35.34870643010317, -72.44912766423941 -35.34870643010317))"
68.0,"POLYGON ((-72.35031298298627 -35.303790665897196, -72.29641406593909 -35.303790665897196, -72.29641406593909 -35.40260534715034, -72.40421190003343 -35.40260534715034, -72.40421190003343 -35.34870643010317, -72.35031298298627 -35.34870643010317, -72.35031298298627 -35.303790665897196))"
71.0,"POLYGON ((-72.29641406593909 -35.34870643010317, -72.29641406593909 -35.40260534715034, -72.25149830173312 -35.40260534715034, -72.25149830173312 -35.34870643010317, -72.29641406593909 -35.34870643010317))"
83.0,"POLYGON ((-72.25149830173312 -35.34870643010317, -72.25149830173312 -35.40260534715034, -72.19759938468594 -35.40260534715034, -72.19759938468594 -35.34870643010317, -72.25149830173312 -35.34870643010317))"
91.0,"POLYGON ((-72.15268362047998 -35.249891748850025, -72.0987847034328 -35.249891748850025, -72.0987847034328 -35.34870643010317, -72.05386893922682 -35.34870643010317, -72.05386893922682 -35.40260534715034, -72.0987847034328 -35.40260534715034, -72.0987847034328 -35.34870643010317, -72.15268362047998 -35.34870643010317, -72.15268362047998 -35.40260534715034, -72.19759938468594 -35.40260534715034, -72.19759938468594 -35.34870643010317, -72.15268362047998 -35.34870643010317, -72.15268362047998 -35.249891748850025))"
87.0,"POLYGON ((-72.15268362047998 -35.34870643010317, -72.15268362047998 -35.40260534715034, -72.0987847034328 -35.40260534715034, -72.0987847034328 -35.34870643010317, -72.15268362047998 -35.34870643010317))"
83.0,"POLYGON ((-72.05386893922682 -35.34870643010317, -72.05386893922682 -35.40260534715034, -71.99997002217965 -35.40260534715034, -71.99997002217965 -35.34870643010317, -72.05386893922682 -35.34870643010317))"
85.0,"POLYGON ((-71.99997002217965 -35.34870643010317, -71.99997002217965 -35.40260534715034, -71.94607110513248 -35.40260534715034, -71.94607110513248 -35.34870643010317, -71.99997002217965 -35.34870643010317))"
81.0,"POLYGON ((-71.90115534092651 -35.303790665897196, -71.84725642387933 -35.303790665897196, -71.84725642387933 -35.34870643010317, -71.90115534092651 -35.34870643010317, -71.90115534092651 -35.40260534715034, -71.94607110513248 -35.40260534715034, -71.94607110513248 -35.34870643010317, -71.90115534092651 -35.34870643010317, -71.90115534092651 -35.303790665897196))"
75.0,"POLYGON ((-71.90115534092651 -35.34870643010317, -71.90115534092651 -35.40260534715034, -71.84725642387933 -35.40260534715034, -71.84725642387933 -35.34870643010317, -71.90115534092651 -35.34870643010317))"
78.0,"POLYGON ((-71.84725642387933 -35.34870643010317, -71.84725642387933 -35.40260534715034, -71.80234065967336 -35.40260534715034, -71.80234065967336 -35.34870643010317, -71.84725642387933 -35.34870643010317))"
75.0,"POLYGON ((-71.80234065967336 -35.34870643010317, -71.80234065967336 -35.40260534715034, -71.74844174262618 -35.40260534715034, -71.74844174262618 -35.34870643010317, -71.80234065967336 -35.34870643010317))"
81.0,"POLYGON ((-71.74844174262618 -35.34870643010317, -71.74844174262618 -35.40260534715034, -71.7035259784202 -35.40260534715034, -71.7035259784202 -35.34870643010317, -71.74844174262618 -35.34870643010317))"
78.0,"POLYGON ((-71.7035259784202 -35.34870643010317, -71.7035259784202 -35.40260534715034, -71.64962706137304 -35.40260534715034, -71.64962706137304 -35.34870643010317, -71.7035259784202 -35.34870643010317))"
66.0,"POLYGON ((-71.64962706137304 -35.34870643010317, -71.64962706137304 -35.40260534715034, -71.59572814432586 -35.40260534715034, -71.59572814432586 -35.34870643010317, -71.64962706137304 -35.34870643010317))"
64.0,"POLYGON ((-71.59572814432586 -35.34870643010317, -71.59572814432586 -35.40260534715034, -71.5508123801199 -35.40260534715034, -71.5508123801199 -35.34870643010317, -71.59572814432586 -35.34870643010317))"
69.0,"POLYGON ((-71.5508123801199 -35.34870643010317, -71.5508123801199 -35.40260534715034, -71.49691346307272 -35.40260534715034, -71.49691346307272 -35.34870643010317, -71.5508123801199 -35.34870643010317))"
72.0,"POLYGON ((-71.49691346307272 -35.34870643010317, -71.49691346307272 -35.40260534715034, -71.45199769886675 -35.40260534715034, -71.45199769886675 -35.34870643010317, -71.49691346307272 -35.34870643010317))"
79.0,"POLYGON ((-71.39809878181957 -35.34870643010317, -71.39809878181957 -35.40260534715034, -71.3531830176136 -35.40260534715034, -71.3531830176136 -35.34870643010317, -71.39809878181957 -35.34870643010317))"
88.0,"POLYGON ((-71.29928410056642 -35.34870643010317, -71.29928410056642 -35.44752111135632, -71.25436833636044 -35.44752111135632, -71.25436833636044 -35.34870643010317, -71.29928410056642 -35.34870643010317))"
91.0,"POLYGON ((-71.25436833636044 -35.34870643010317, -71.25436833636044 -35.40260534715034, -71.20046941931328 -35.40260534715034, -71.20046941931328 -35.34870643010317, -71.25436833636044 -35.34870643010317))"
92.0,"POLYGON ((-71.20046941931328 -35.34870643010317, -71.20046941931328 -35.40260534715034, -71.04775582101296 -35.40260534715034, -71.04775582101296 -35.34870643010317, -71.20046941931328 -35.34870643010317))"
91.0,"POLYGON ((-71.04775582101296 -35.34870643010317, -71.04775582101296 -35.40260534715034, -71.00284005680699 -35.40260534715034, -71.00284005680699 -35.34870643010317, -71.04775582101296 -35.34870643010317))"
103.0,"POLYGON ((-71.00284005680699 -35.34870643010317, -71.00284005680699 -35.40260534715034, -70.94894113975981 -35.40260534715034, -70.94894113975981 -35.34870643010317, -71.00284005680699 -35.34870643010317))"
101.0,"POLYGON ((-70.94894113975981 -35.34870643010317, -70.94894113975981 -35.40260534715034, -70.90402537555383 -35.40260534715034, -70.90402537555383 -35.34870643010317, -70.94894113975981 -35.34870643010317))"
105.0,"POLYGON ((-70.90402537555383 -35.34870643010317, -70.90402537555383 -35.40260534715034, -70.85012645850667 -35.40260534715034, -70.85012645850667 -35.34870643010317, -70.90402537555383 -35.34870643010317))"
112.0,"POLYGON ((-70.85012645850667 -35.34870643010317, -70.85012645850667 -35.44752111135632, -70.79622754145949 -35.44752111135632, -70.79622754145949 -35.34870643010317, -70.85012645850667 -35.34870643010317))"
111.0,"POLYGON ((-70.79622754145949 -35.34870643010317, -70.79622754145949 -35.40260534715034, -70.75131177725352 -35.40260534715034, -70.75131177725352 -35.34870643010317, -70.79622754145949 -35.34870643010317))"
154.0,"POLYGON ((-70.75131177725352 -35.34870643010317, -70.75131177725352 -35.40260534715034, -70.69741286020634 -35.40260534715034, -70.69741286020634 -35.34870643010317, -70.75131177725352 -35.34870643010317))"
160.0,"POLYGON ((-70.69741286020634 -35.34870643010317, -70.69741286020634 -35.40260534715034, -70.65249709600037 -35.40260534715034, -70.65249709600037 -35.34870643010317, -70.69741286020634 -35.34870643010317))"
152.0,"POLYGON ((-70.65249709600037 -35.34870643010317, -70.65249709600037 -35.40260534715034, -70.5985981789532 -35.40260534715034, -70.5985981789532 -35.34870643010317, -70.65249709600037 -35.34870643010317))"
174.0,"POLYGON ((-70.55368241474721 -35.34870643010317, -70.55368241474721 -35.40260534715034, -70.49978349770005 -35.40260534715034, -70.49978349770005 -35.34870643010317, -70.55368241474721 -35.34870643010317))"
176.0,"POLYGON ((-70.49978349770005 -35.34870643010317, -70.49978349770005 -35.40260534715034, -70.44588458065287 -35.40260534715034, -70.44588458065287 -35.34870643010317, -70.49978349770005 -35.34870643010317))"
